flowBytesPerSecond,flowPktsPerSecond,mean_flowiat,std_flowiat,mean_active,mean_idle,Status
5200000.0,100000.0,20.0,0.0,0.0,0.0,0
538631.136479921,251.5477041363,3975.9365188653,106838.042346572,4070679.42857143,3402846.0,0
210966.998291388,185.9992429961,5377.3301649928,15302.1501717847,0.0,0.0,0
1516563.21905988,711.7544739448,1405.044688027,7087.7543450253,0.0,0.0,0
3138609.03171371,1643.5679864597,608.5486150907,22630.9033827222,1912703.0,1350840.0,0
315507.75329019,150.4757221297,6648.7503566334,116041.32364296,4003467.33333333,3062980.66666667,0
10.4765915672,0.2014729148,7445169.5,10500000.0,14900000.0,14900000.0,0
10.4269348581,0.200517978,7480626.0,10500000.0,15000000.0,14900000.0,0
4171.8480484576,80.2278470857,24929.0,0.0,0.0,0.0,0
1312.9876360331,25.2497622314,59406.5,30971.9841066083,0.0,0.0,0
270557.49301008,75.0183341071,13341.9447907391,22913.1987939896,0.0,0.0,0
374280.197811799,86.1675131135,11614.2912470953,14671.8215306063,0.0,0.0,0
66.8566885942,0.5422278069,2049159.22222222,6117790.20289543,18400000.0,18400000.0,0
10.3972128538,0.199946401,7502010.5,10600000.0,15000000.0,15000000.0,0
4.5741885055,0.0763956327,15000000.0,21200000.0,34900000.0,34900000.0,0
4.1400409179,0.0796161715,18800000.0,26600000.0,37700000.0,37700000.0,0
204462.041497295,89.6729495943,11161.7452402539,194842.478992759,4004164.33333333,3700299.33333333,0
7428571.42857143,142857.142857143,14.0,0.0,0.0,0.0,0
470502.171597378,390.3399515825,2562.0883458647,10165.3984275891,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
403457.991124586,96.818077561,10335.7925311203,17052.6832530615,0.0,0.0,0
513000000.0,250000.0,8.0,0.0,0.0,0.0,0
408037.134409818,199.7347654892,5008.6185770751,103523.05059358,4004695.66666667,2990554.33333333,0
25.2221366933,0.4850410903,4123362.0,0.0,4123362.0,4123362.0,0
149920.270853051,80.5945792163,12413.6936636494,523725.430507516,13000000.0,12900000.0,0
2734317.127088,1156.5432532537,865.6417050691,20338.513192282,0.0,0.0,0
248363.591859013,70.8736734381,14122.9602649007,30747.6976020793,0.0,0.0,0
7815394.22756555,4191.2124107875,238.6282596372,7228.3665674802,0.0,0.0,0
346778.031213027,173.9831838708,5750.2117077465,111738.547678849,4004889.33333333,3056150.0,0
235527.113536857,56.7642834047,17637.4858490566,44892.9537697023,0.0,0.0,0
110514.437727639,102.3519157113,9771.184603143,215491.849858074,10700000.0,4859693.44444444,0
4.6143107301,0.0887367448,15000000.0,26000000.0,45100000.0,45000000.0,0
565000000.0,166666.666666667,12.0,0.0,0.0,0.0,0
6627.0047729998,17.191847445,61398.6111111111,161680.959061407,0.0,0.0,0
255732.923029357,131.1987130577,7623.987390633,200897.033478492,4934137.0,4697046.66666667,0
1809077.65251173,1070.576908006,935.2984293194,14169.6313614253,0.0,0.0,0
504094.107896095,266.6325053492,3751.5748468048,89636.8612903475,4003068.0,2961799.33333333,0
209000000.0,76923.0769230769,26.0,0.0,0.0,0.0,0
122.9141479069,0.9968706237,1114599.11111111,3312382.46007213,10000000.0,9947500.0,0
287454.197455413,135.2049610279,7400.7130594727,151356.932598506,3935470.0,3527609.66666667,0
429141.94356331,84.0084112587,11913.0397772474,20604.0333746418,0.0,0.0,0
6762.0588885914,18.6282614011,61350.7142857143,90091.0383246012,0.0,0.0,0
11211.4848103521,8.7723171887,114426.765151515,1852002.76446533,30200000.0,30100000.0,0
783064.982884147,183.7438145696,5444.336238199,33239.6441562221,4073924.0,1007683.0,0
1909.3742821363,3.5405064132,300098.3125,595260.042378255,2400754.0,1676027.0,0
2073668.97828531,939.1750739743,1064.8399231973,6242.7722526498,0.0,0.0,0
7113.0354105459,154.6312045771,12934.0,0.0,0.0,0.0,0
34700000.0,666666.666666667,3.0,0.0,0.0,0.0,0
279199.659742034,117.4277662009,8518.0773809524,157766.782744856,4062665.375,3445129.75,0
2592899.68468995,1401.3780217214,717.5698324022,2648.8762837712,0.0,0.0,0
6.2854060063,0.1005664961,11900000.0,19500000.0,29800000.0,29800000.0,0
226515.335241471,207.0018938163,4831.6602084012,26474.9449438025,22000000.0,1015179.0,0
595907.928388747,7672.6342710998,195.5,236.8786609216,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
313853.199837063,156.7315206615,6381.7397802198,123728.622255627,4004970.85714286,3140139.14285714,0
10.4275907098,0.2005305906,7480155.5,10500000.0,15000000.0,14900000.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
6471358.00216363,2619.8141365692,382.6583541147,2435.1530389251,0.0,0.0,0
211801.35739295,199.8825393977,5003.7734557596,22856.866073744,0.0,0.0,0
256431.254590465,70.045249231,14290.0953288847,19798.4660417991,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
34700000.0,666666.666666667,3.0,0.0,0.0,0.0,0
152421.091329237,144.4251877527,7616.4,15335.7033291597,0.0,0.0,0
4126.492877832,79.355632266,25203.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
61.8164872543,0.5013502616,2216237.22222222,6618845.25013877,19900000.0,19900000.0,0
159000000.0,222222.222222222,9.0,0.0,0.0,0.0,0
61.5508170135,0.4991955962,2225803.11111111,6645976.13316866,20000000.0,19900000.0,0
13.6681270973,0.262848598,7608943.0,0.0,7608943.0,7608943.0,0
66.8579030434,0.5422376565,2049122.0,6116819.94621659,18400000.0,18400000.0,0
6.1486098304,0.1182424967,11300000.0,13300000.0,16900000.0,16900000.0,0
11099.7737842017,6.8380246885,146954.434146341,2097673.7178995,30100000.0,30000000.0,0
4141.1165087202,79.6368559369,25114.0,0.0,0.0,0.0,0
6997.7941735757,152.1259602951,13147.0,0.0,0.0,0.0,0
251757.843083521,63.6498320815,15715.095,42070.7992870676,0.0,0.0,0
248182.261074811,71.6643393785,13967.1180358829,29002.4058899553,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
66.8568916035,0.5422294534,2049153.0,6117822.3304878,18400000.0,18400000.0,0
61.8167537842,0.5013524232,2216227.66666667,6618849.42909839,19900000.0,19900000.0,0
495.0278239305,1.1926496805,852443.666666667,4000329.6382832,12600000.0,11700000.0,0
713.3646116278,13.7185502236,145788.0,0.0,0.0,0.0,0
152883.452321586,47.4072722756,21123.5197183099,36579.8157358633,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
228547.39747769,207.3629959271,4823.2715509998,15936.2739949161,0.0,0.0,0
122562.825409591,110.6993234868,9036.3714377202,71196.7369112773,6434781.5,1674675.0,0
108041.687699109,97.9819530205,10213.9096573209,111253.4972489,4010578.33333333,2226123.0,0
10.4429658425,0.2008262662,7469142.5,10500000.0,14900000.0,14900000.0,0
1129790.37969136,478.6241597148,2089.395386398,53668.716882177,8463416.71428571,3311664.71428571,0
14.7195862211,0.2830689658,7065416.0,0.0,7065416.0,7065416.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
256.754146657,2.1331537864,515668.4,1599442.41425725,5156669.0,5067536.0,0
185148.618413836,178.5819065915,5680.8260869565,24633.1419250907,0.0,0.0,0
256251.991266148,68.930370307,14521.4645974782,27766.5755435731,0.0,0.0,0
7815394.22756555,4191.2124107875,238.6282596372,7228.3665674802,0.0,0.0,0
1486754.83420566,814.4655373269,1227.8995497339,80920.4778356344,8937583.0,8874232.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
71000000.0,51282.0512820513,39.0,0.0,0.0,0.0,0
536530.360472608,432.9628902666,2310.0224857539,10199.6447470824,0.0,0.0,0
15254.9684944974,25.5805046135,40178.1666666667,54784.9202494889,0.0,0.0,0
4811.6961228833,92.5326177478,21614.0,0.0,0.0,0.0,0
299691.325527526,145.1242897529,6896.1799196787,237888.167493638,8536643.0,8393880.0,0
31164.2347833694,31.9840647341,31369.4418604651,340956.399844004,4333259.0,4174814.0,0
3138609.03171371,1643.5679864597,608.5486150907,22630.9033827222,1912703.0,1350840.0,0
197065.93107969,177.7044461553,5627.587245308,154301.083382021,28700000.0,10400000.0,0
74484.154076359,180.4089978103,5653.82,15755.3751374584,0.0,0.0,0
4068.0618032466,78.2319577547,25565.0,0.0,0.0,0.0,0
761280.084732455,692.0119430406,1445.2010214898,6375.1656094085,0.0,0.0,0
11211.4848103521,8.7723171887,114426.765151515,1852002.76446533,30200000.0,30100000.0,0
6323287.60576364,4686.5659861177,213.3923356254,3288.2764862136,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
136443.358695853,44.6577253829,22400.9069854315,38909.1306104339,0.0,0.0,0
67725.1565952014,33.0703748112,30247.2262417456,885280.286330188,26300000.0,26000000.0,0
1052631.57894737,26315.7894736842,76.0,0.0,0.0,0.0,0
2924107.59122088,1619.0689873322,617.6452652276,30347.1777656419,9001913.16666667,2458593.33333333,0
269217.171049312,71.087408564,14068.8389442815,32891.9559358355,0.0,0.0,0
486797.106569877,231.0883600825,4328.8407445708,106890.19084139,4002683.0,3317170.66666667,0
280010.649242315,253.4930488485,3945.9194736842,11488.1097157613,0.0,0.0,0
4061.2308653546,78.1005935645,25608.0,0.0,0.0,0.0,0
34700000.0,666666.666666667,3.0,0.0,0.0,0.0,0
343564.860978383,158.2738057419,6321.4016393443,137716.658184543,4001887.66666667,3512157.33333333,0
0.0,0.0,0.0,0.0,0.0,0.0,0
565000000.0,166666.666666667,12.0,0.0,0.0,0.0,0
291500.403821307,273.0839504633,3662.7724828935,12257.8887875436,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
399903.925875438,203.4527211376,4915.5662599198,107857.563740645,4003894.14285714,3076767.85714286,0
437872.66717858,340.5335024872,2995.3,9830.2527875608,0.0,0.0,0
391450.980368612,76.4509698616,13085.9882147534,19624.5414933525,0.0,0.0,0
1962264.1509434,37735.8490566038,53.0,0.0,0.0,0.0,0
250288.074449381,225.8228419805,4429.5605208642,13524.5180797007,0.0,0.0,0
706020.54868788,364.680568884,2742.6805583654,66214.2068065651,4002022.33333333,2628367.0,0
4000000.0,76923.0769230769,26.0,0.0,0.0,0.0,0
505.6054138672,9.7231810359,205694.0,0.0,0.0,0.0,0
3937301.88745811,1984.6180984301,503.8931949086,19137.430272545,4683707.0,1564689.0,0
283799.158647208,123.3340867964,8110.6979166667,151191.920255986,4083922.66666667,3392028.5,0
122177.299999197,64.4012836509,15537.1320293399,621975.309763705,25300000.0,25200000.0,0
179887.918590265,68.618282665,14580.7844433147,229142.808453269,4069815.42857143,3839306.71428571,0
66.8492723487,0.542167659,2049386.55555556,6118019.80361419,18400000.0,18400000.0,0
4.1400409179,0.0796161715,18800000.0,26600000.0,37700000.0,37700000.0,0
30131.76481222,51.9909120621,19302.3368794326,199518.321562661,5331046.0,3292353.0,0
1312.9876360331,25.2497622314,59406.5,30971.9841066083,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
713.3646116278,13.7185502236,145788.0,0.0,0.0,0.0,0
685.7432509235,1.4136758917,718603.904761905,5669370.63338689,45200000.0,45000000.0,0
287769.784172662,7194.2446043166,278.0,0.0,0.0,0.0,0
505.5734612823,9.7225665631,205707.0,0.0,0.0,0.0,0
259326.229612204,108.913838484,9188.4939668175,174400.845738118,4005359.0,3649460.66666667,0
12.9411846268,0.2310925826,5769693.33333333,9972382.27662648,17300000.0,17300000.0,0
384911.466763949,357.3323775983,2799.0379368342,11696.7977863765,0.0,0.0,0
33.1778546753,0.6380356668,3134621.0,0.0,3134621.0,3134621.0,0
31800000.0,44444.4444444444,45.0,0.0,0.0,0.0,0
309034.578324488,280.8897702094,3560.9610451307,11724.4869327899,0.0,0.0,0
256.754146657,2.1331537864,515668.4,1599442.41425725,5156669.0,5067536.0,0
263395.874528957,239.8948504818,4169.0725806452,13247.5856578922,0.0,0.0,0
66.8562245775,0.5422240436,2049173.44444444,6117761.14180831,18400000.0,18400000.0,0
33.1777594166,0.6380338349,3134630.0,0.0,3134630.0,3134630.0,0
3138609.03171371,1643.5679864597,608.5486150907,22630.9033827222,1912703.0,1350840.0,0
10.4012606328,0.2000242429,7499091.0,10500000.0,15000000.0,15000000.0,0
337501.001764572,305.6548726696,3271.7530675683,14944.7034667202,49100000.0,1130359.0,0
444837.291166244,82.5284888343,12121.9256265158,18119.0907134429,0.0,0.0,0
16106.4417907247,22.8077922085,43912.2218798151,492915.323636264,5291725.0,4643046.0,0
10.4269348581,0.200517978,7480626.0,10500000.0,15000000.0,14900000.0,0
1809077.65251173,1070.576908006,935.2984293194,14169.6313614253,0.0,0.0,0
513000000.0,250000.0,8.0,0.0,0.0,0.0,0
6323287.60576364,4686.5659861177,213.3923356254,3288.2764862136,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
698944.309715075,200.502351806,4990.0703125,9856.84585952,0.0,0.0,0
6747.3414008068,146.6813348001,13635.0,0.0,0.0,0.0,0
130.9020789516,2.5173476721,794487.0,0.0,0.0,0.0,0
437872.66717858,340.5335024872,2995.3,9830.2527875608,0.0,0.0,0
505.5734612823,9.7225665631,205707.0,0.0,0.0,0.0,0
3456.9205732216,6.8784245773,146945.376344086,362924.820223873,3271034.75,1726371.25,0
4061.0722792768,78.0975438322,25609.0,0.0,0.0,0.0,0
4772311.56088507,2901.5811403002,344.8685258964,5972.1314148739,0.0,0.0,0
87034.9872635882,80.88939389,12367.6581443299,376433.393088303,14800000.0,9753420.0,0
426243.818777227,81.9637295318,12205.4861563518,15119.5193197838,0.0,0.0,0
61.5523932923,0.4992083803,2225746.11111111,6645718.83074299,20000000.0,19900000.0,0
137414.844983664,37.8824295456,26420.7198237885,87488.852004711,2138941.0,1495474.5,0
13.6681270973,0.262848598,7608943.0,0.0,7608943.0,7608943.0,0
284315.785677939,263.3032710705,3798.1424048629,17475.3887502032,0.0,0.0,0
264913.716524071,122.1320456297,8189.0573602575,138200.913372752,3933486.35714286,3008230.07142857,0
350251.608751864,150.7628050138,6636.4304531085,126434.694848273,4003691.66666667,3178136.33333333,0
13166.2235726041,253.1966071655,7899.0,0.0,0.0,0.0,0
247395.155632833,111.2503174959,8990.139161602,162393.907143994,3960614.71428571,3454397.5,0
309113.548635164,133.3828505354,7499.1834645669,140597.540802367,4002671.0,3273514.42857143,0
216480.148226221,53.6344879777,18667.9675810474,47087.3239092171,0.0,0.0,0
10.4353151937,0.2006791383,7474618.5,10500000.0,14900000.0,14900000.0,0
59545.4595202869,22.1877521618,45272.9279279279,224629.285668188,5025295.0,2006656.0,0
1066.8315657051,1.4545637027,709668.516129032,3936618.6510576,21900000.0,21900000.0,0
254223.8629441,68.1769636607,14674.8869863014,32782.1833070323,0.0,0.0,0
61.5523932923,0.4992083803,2225746.11111111,6645718.83074299,20000000.0,19900000.0,0
16848.027225113,17.6871919331,56702.9212827988,619732.804852432,6435039.33333333,6070848.0,0
273931.619245984,75.1987397052,13301.0470588235,25399.0404891556,0.0,0.0,0
216487.049877152,55.5687671661,18006.5222088836,46133.6753042882,0.0,0.0,0
6939.023332466,173.4755833116,11529.0,0.0,0.0,0.0,0
127473.818511687,42.6064903887,23507.3902821317,40824.0367262486,0.0,0.0,0
439010.990087405,218.9224578031,4568.1956784649,106832.843675842,3987867.5,3139105.42857143,0
137096.605662541,46.1354977536,21690.9790007241,41363.7755102793,0.0,0.0,0
16848.027225113,17.6871919331,56702.9212827988,619732.804852432,6435039.33333333,6070848.0,0
217319.091414806,55.1226073196,18163.6090686275,47669.5198633423,0.0,0.0,0
7113.0354105459,154.6312045771,12934.0,0.0,0.0,0.0,0
22800000.0,13562.6366041643,73.7945670628,485.1897256857,0.0,0.0,0
128259.661472202,90.3049528793,11217.4025974026,30031.8521208644,0.0,0.0,0
256915.265054473,66.8694547783,14969.5407035176,37872.7173488571,0.0,0.0,0
29400000.0,13031.2213686659,76.7491548343,1181.876070981,0.0,0.0,0
66.8566885942,0.5422278069,2049159.22222222,6117790.20289543,18400000.0,18400000.0,0
160036.237331577,145.4672837377,6876.1877115335,172426.891383643,12500000.0,6796590.5,0
66.8566885942,0.5422278069,2049159.22222222,6117790.20289543,18400000.0,18400000.0,0
61.8163632877,0.5013492562,2216241.66666667,6618858.37858595,19900000.0,19900000.0,0
310623.948393244,147.1594523139,6796.9634377968,113091.832083784,4004710.0,2746775.71428571,0
713.3890782876,13.7190207363,145783.0,0.0,0.0,0.0,0
204894.166704804,91.8466513529,10889.7993868557,173845.598434664,4015600.5,3332478.14285714,0
170874.628771422,149.993422785,6667.9753048781,117400.719530978,43300000.0,9393312.0,0
304183.802393062,123.6249657339,8094.2817824378,160380.451704584,4004856.33333333,3595580.0,0
16106.4417907247,22.8077922085,43912.2218798151,492915.323636264,5291725.0,4643046.0,0
10.4036822099,0.2000708117,7497345.5,10600000.0,15000000.0,15000000.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
389728.393645658,338.4034386511,2955.3439101301,11819.626173318,0.0,0.0,0
2053887.12258156,852.4647814222,1173.1608583288,5985.2687377415,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
66.8579030434,0.5422376565,2049122.0,6116819.94621659,18400000.0,18400000.0,0
4061.0722792768,78.0975438322,25609.0,0.0,0.0,0.0,0
198028.162773106,97.9764314986,10213.8685344828,264799.703882811,7016886.5,6988493.5,0
354987.880348134,73.6620658464,13578.581258488,18676.0887212016,0.0,0.0,0
10.4012606328,0.2000242429,7499091.0,10500000.0,15000000.0,15000000.0,0
7113.0354105459,154.6312045771,12934.0,0.0,0.0,0.0,0
28.227012491,0.5428271633,2763310.5,3851424.66803954,5526621.0,5486679.0,0
82981.3562261799,33.0470943921,30291.0743034056,939819.36884479,29300000.0,29300000.0,0
14200000.0,6329.2947873852,157.9986414944,4816.6876121896,0.0,0.0,0
159000000.0,222222.222222222,9.0,0.0,0.0,0.0,0
505.5734612823,9.7225665631,205707.0,0.0,0.0,0.0,0
595302.829847963,512.0656898344,1953.1293564809,9456.6404849499,0.0,0.0,0
66.8568916035,0.5422294534,2049153.0,6117822.3304878,18400000.0,18400000.0,0
458790.400435769,342.8763189187,2937.3357142857,24062.1144875737,0.0,0.0,0
20.1485932924,0.3874729479,3871238.0,5414770.58609882,7742476.0,7700059.0,0
594798.331690933,178.8312868272,5593.9499813363,22277.5944708719,0.0,0.0,0
67.4239762253,1.2966149274,1542478.0,0.0,1542478.0,1542478.0,0
122.9177748872,0.9969000396,1114566.22222222,3312667.71050268,10000000.0,9948231.0,0
13500000.0,6398.5930923407,156.2938219261,3971.3761821897,0.0,0.0,0
4064.7228953334,78.1677479872,25586.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
61.5523932923,0.4992083803,2225746.11111111,6645718.83074299,20000000.0,19900000.0,0
707144.383590991,203.1718422123,4924.520167627,9770.6635757463,0.0,0.0,0
61.5525684394,0.4992098008,2225739.77777778,6645759.37887096,20000000.0,19900000.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
232109.123235915,291.6990776753,3511.8048780488,11334.6219802857,0.0,0.0,0
241385.013709763,227.5886775869,4395.1817381092,22512.1134009502,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
7815394.22756555,4191.2124107875,238.6282596372,7228.3665674802,0.0,0.0,0
27823.5511479961,119.8430056626,8707.0434782609,16592.4062394882,0.0,0.0,0
33.1777594166,0.6380338349,3134630.0,0.0,3134630.0,3134630.0,0
244421.016789334,66.8841883908,14966.168,21362.8817461333,0.0,0.0,0
1066609.18714375,522.5846625473,1915.3211009174,59804.5301201446,1997619.0,1974454.0,0
467051.257326927,109.4378125882,9139.0018284321,26438.0410963739,4073924.0,1007683.0,0
274692.559207077,238.2957965723,4196.7590167379,46325.2966251964,7439520.375,1665771.0,0
12144.1831683168,154.702970297,8618.6666666667,14906.3203317698,0.0,0.0,0
4061.2308653546,78.1005935645,25608.0,0.0,0.0,0.0,0
681078.492269199,294.4876622628,3395.8241540422,88456.3524881388,5430834.68181818,3505742.68181818,0
29400000.0,13031.2213686659,76.7491548343,1181.876070981,0.0,0.0,0
247978.642105088,68.3452637199,14645.8944281525,29700.218819583,0.0,0.0,0
294741.139191269,142.3568030913,7026.1252709146,132120.674056259,3942022.0,3100648.375,0
450475.057392295,167.5687450777,6173.4827586207,26387.7539226068,0.0,0.0,0
56431.1501026221,46.5350948091,22069.9459459459,60106.9365762416,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
468071.142027031,411.9031063615,2428.1484539421,8940.9618703876,0.0,0.0,0
320774.948146637,293.2876858911,3410.0094436227,11825.9243154037,0.0,0.0,0
315793.724313629,280.2560515719,3569.0184034417,11342.0994859788,0.0,0.0,0
6332308.21105504,2377.7410878311,421.0820073439,5654.1543178126,0.0,0.0,0
159000000.0,222222.222222222,9.0,0.0,0.0,0.0,0
66.857768908,0.5422365686,2049126.11111111,6117524.02012652,18400000.0,18400000.0,0
209000000.0,76923.0769230769,26.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
6762.0588885914,18.6282614011,61350.7142857143,90091.0383246012,0.0,0.0,0
303182.069129327,275.1060703084,3635.8453683443,12304.7189893065,0.0,0.0,0
234468.318690548,217.4257373948,4601.1934809862,24588.2495921363,10600000.0,1005454.0,0
